Transcript stable ID	Gene stable ID version	Transcript stable ID version
ENSMPUT00000024228	ENSMPUG00000025471.1	ENSMPUT00000024228.1
ENSMPUT00000025126	ENSMPUG00000024029.1	ENSMPUT00000025126.1
ENSMPUT00000031819	ENSMPUG00000026189.1	ENSMPUT00000031819.1
ENSMPUT00000032750	ENSMPUG00000028537.1	ENSMPUT00000032750.1
ENSMPUT00000027648	ENSMPUG00000024578.1	ENSMPUT00000027648.1
ENSMPUT00000029119	ENSMPUG00000031890.1	ENSMPUT00000029119.1
ENSMPUT00000024049	ENSMPUG00000031890.1	ENSMPUT00000024049.1
ENSMPUT00000032171	ENSMPUG00000025293.1	ENSMPUT00000032171.1
ENSMPUT00000029218	ENSMPUG00000026522.1	ENSMPUT00000029218.1
ENSMPUT00000032528	ENSMPUG00000029353.1	ENSMPUT00000032528.1
ENSMPUT00000026601	ENSMPUG00000029011.1	ENSMPUT00000026601.1
ENSMPUT00000029820	ENSMPUG00000029846.1	ENSMPUT00000029820.1
ENSMPUT00000024117	ENSMPUG00000025367.1	ENSMPUT00000024117.1
ENSMPUT00000026917	ENSMPUG00000024132.1	ENSMPUT00000026917.1
ENSMPUT00000030771	ENSMPUG00000024132.1	ENSMPUT00000030771.1
ENSMPUT00000033357	ENSMPUG00000030342.1	ENSMPUT00000033357.1
ENSMPUT00000032989	ENSMPUG00000026980.1	ENSMPUT00000032989.1
ENSMPUT00000024337	ENSMPUG00000030761.1	ENSMPUT00000024337.1
ENSMPUT00000024588	ENSMPUG00000029492.1	ENSMPUT00000024588.1
ENSMPUT00000031961	ENSMPUG00000029167.1	ENSMPUT00000031961.1
ENSMPUT00000029789	ENSMPUG00000024750.1	ENSMPUT00000029789.1
ENSMPUT00000029935	ENSMPUG00000024750.1	ENSMPUT00000029935.1
ENSMPUT00000024143	ENSMPUG00000031768.1	ENSMPUT00000024143.1
ENSMPUT00000024350	ENSMPUG00000031768.1	ENSMPUT00000024350.1
ENSMPUT00000028394	ENSMPUG00000029267.1	ENSMPUT00000028394.1
ENSMPUT00000028788	ENSMPUG00000025096.1	ENSMPUT00000028788.1
ENSMPUT00000032742	ENSMPUG00000027943.1	ENSMPUT00000032742.1
ENSMPUT00000025853	ENSMPUG00000027943.1	ENSMPUT00000025853.1
ENSMPUT00000032176	ENSMPUG00000027595.1	ENSMPUT00000032176.1
ENSMPUT00000032021	ENSMPUG00000024327.1	ENSMPUT00000032021.1
ENSMPUT00000031788	ENSMPUG00000024327.1	ENSMPUT00000031788.1
ENSMPUT00000025773	ENSMPUG00000031572.1	ENSMPUT00000025773.1
ENSMPUT00000031471	ENSMPUG00000026134.1	ENSMPUT00000031471.1
ENSMPUT00000029706	ENSMPUG00000026134.1	ENSMPUT00000029706.1
ENSMPUT00000033011	ENSMPUG00000028373.1	ENSMPUT00000033011.1
ENSMPUT00000028668	ENSMPUG00000025515.1	ENSMPUT00000028668.1
ENSMPUT00000027164	ENSMPUG00000029501.1	ENSMPUT00000027164.1
ENSMPUT00000028147	ENSMPUG00000024585.1	ENSMPUT00000028147.1
ENSMPUT00000024243	ENSMPUG00000024931.1	ENSMPUT00000024243.1
ENSMPUT00000027780	ENSMPUG00000026162.1	ENSMPUT00000027780.1
ENSMPUT00000028070	ENSMPUG00000026515.1	ENSMPUT00000028070.1
ENSMPUT00000028239	ENSMPUG00000025738.1	ENSMPUT00000028239.1
ENSMPUT00000032160	ENSMPUG00000030250.1	ENSMPUT00000032160.1
ENSMPUT00000028781	ENSMPUG00000027352.1	ENSMPUT00000028781.1
ENSMPUT00000025530	ENSMPUG00000025043.1	ENSMPUT00000025530.1
ENSMPUT00000024185	ENSMPUG00000029191.1	ENSMPUT00000024185.1
ENSMPUT00000030657	ENSMPUG00000029191.1	ENSMPUT00000030657.1
ENSMPUT00000024993	ENSMPUG00000029191.1	ENSMPUT00000024993.1
ENSMPUT00000031008	ENSMPUG00000026843.1	ENSMPUT00000031008.1
ENSMPUT00000031807	ENSMPUG00000026478.1	ENSMPUT00000031807.1
ENSMPUT00000032669	ENSMPUG00000030790.1	ENSMPUT00000032669.1
ENSMPUT00000028215	ENSMPUG00000030157.1	ENSMPUT00000028215.1
ENSMPUT00000033555	ENSMPUG00000028266.1	ENSMPUT00000033555.1
ENSMPUT00000032449	ENSMPUG00000027900.1	ENSMPUT00000032449.1
ENSMPUT00000029240	ENSMPUG00000030232.1	ENSMPUT00000029240.1
ENSMPUT00000024803	ENSMPUG00000031833.1	ENSMPUT00000024803.1
ENSMPUT00000028708	ENSMPUG00000029896.1	ENSMPUT00000028708.1
ENSMPUT00000029052	ENSMPUG00000025660.1	ENSMPUT00000029052.1
ENSMPUT00000033157	ENSMPUG00000025660.1	ENSMPUT00000033157.1
ENSMPUT00000026006	ENSMPUG00000025950.1	ENSMPUT00000026006.1
ENSMPUT00000024019	ENSMPUG00000031409.1	ENSMPUT00000024019.1
ENSMPUT00000028685	ENSMPUG00000026394.1	ENSMPUT00000028685.1
ENSMPUT00000030673	ENSMPUG00000023901.1	ENSMPUT00000030673.1
ENSMPUT00000025491	ENSMPUG00000023901.1	ENSMPUT00000025491.1
ENSMPUT00000026432	ENSMPUG00000025196.1	ENSMPUT00000026432.1
ENSMPUT00000024985	ENSMPUG00000025196.1	ENSMPUT00000024985.1
ENSMPUT00000028641	ENSMPUG00000026359.1	ENSMPUT00000028641.1
ENSMPUT00000031978	ENSMPUG00000026359.1	ENSMPUT00000031978.1
ENSMPUT00000033344	ENSMPUG00000029757.1	ENSMPUT00000033344.1
ENSMPUT00000032218	ENSMPUG00000029757.1	ENSMPUT00000032218.1
ENSMPUT00000030024	ENSMPUG00000027793.1	ENSMPUT00000030024.1
ENSMPUT00000032790	ENSMPUG00000031246.1	ENSMPUT00000032790.1
ENSMPUT00000025984	ENSMPUG00000026291.1	ENSMPUT00000025984.1
ENSMPUT00000032307	ENSMPUG00000029789.1	ENSMPUT00000032307.1
ENSMPUT00000029905	ENSMPUG00000024582.1	ENSMPUT00000029905.1
ENSMPUT00000031476	ENSMPUG00000028007.1	ENSMPUT00000031476.1
ENSMPUT00000030405	ENSMPUG00000028328.1	ENSMPUT00000030405.1
ENSMPUT00000029571	ENSMPUG00000026526.1	ENSMPUT00000029571.1
ENSMPUT00000028548	ENSMPUG00000025169.1	ENSMPUT00000028548.1
ENSMPUT00000031876	ENSMPUG00000029525.1	ENSMPUT00000031876.1
ENSMPUT00000025146	ENSMPUG00000031004.1	ENSMPUT00000025146.1
ENSMPUT00000032710	ENSMPUG00000029487.1	ENSMPUT00000032710.1
ENSMPUT00000025688	ENSMPUG00000031288.1	ENSMPUT00000025688.1
ENSMPUT00000030819	ENSMPUG00000028083.1	ENSMPUT00000030819.1
ENSMPUT00000028240	ENSMPUG00000032009.1	ENSMPUT00000028240.1
ENSMPUT00000032169	ENSMPUG00000027380.1	ENSMPUT00000032169.1
ENSMPUT00000023981	ENSMPUG00000024062.1	ENSMPUT00000023981.1
ENSMPUT00000030314	ENSMPUG00000026870.1	ENSMPUT00000030314.1
ENSMPUT00000032024	ENSMPUG00000029693.1	ENSMPUT00000032024.1
ENSMPUT00000028441	ENSMPUG00000029320.1	ENSMPUT00000028441.1
ENSMPUT00000032121	ENSMPUG00000026720.1	ENSMPUT00000032121.1
ENSMPUT00000031217	ENSMPUG00000026720.1	ENSMPUT00000031217.1
ENSMPUT00000025616	ENSMPUG00000025902.1	ENSMPUT00000025616.1
ENSMPUT00000031880	ENSMPUG00000031325.1	ENSMPUT00000031880.1
ENSMPUT00000027782	ENSMPUG00000026370.1	ENSMPUT00000027782.1
ENSMPUT00000029282	ENSMPUG00000029094.1	ENSMPUT00000029282.1
ENSMPUT00000031540	ENSMPUG00000027376.1	ENSMPUT00000031540.1
ENSMPUT00000032328	ENSMPUG00000027235.1	ENSMPUT00000032328.1
ENSMPUT00000025300	ENSMPUG00000027804.1	ENSMPUT00000025300.1
ENSMPUT00000024264	ENSMPUG00000025029.1	ENSMPUT00000024264.1
ENSMPUT00000025200	ENSMPUG00000030461.1	ENSMPUT00000025200.1
ENSMPUT00000031574	ENSMPUG00000026230.1	ENSMPUT00000031574.1
ENSMPUT00000025087	ENSMPUG00000024491.1	ENSMPUT00000025087.1
ENSMPUT00000030049	ENSMPUG00000024667.1	ENSMPUT00000030049.1
ENSMPUT00000032995	ENSMPUG00000026984.1	ENSMPUT00000032995.1
ENSMPUT00000028354	ENSMPUG00000031595.1	ENSMPUT00000028354.1
ENSMPUT00000030910	ENSMPUG00000028726.1	ENSMPUT00000030910.1
ENSMPUT00000031727	ENSMPUG00000027256.1	ENSMPUT00000031727.1
ENSMPUT00000024433	ENSMPUG00000024352.1	ENSMPUT00000024433.1
ENSMPUT00000029685	ENSMPUG00000029513.1	ENSMPUT00000029685.1
ENSMPUT00000033610	ENSMPUG00000029513.1	ENSMPUT00000033610.1
ENSMPUT00000030725	ENSMPUG00000031182.1	ENSMPUT00000030725.1
ENSMPUT00000031543	ENSMPUG00000029586.1	ENSMPUT00000031543.1
ENSMPUT00000031445	ENSMPUG00000029027.1	ENSMPUT00000031445.1
ENSMPUT00000028181	ENSMPUG00000029027.1	ENSMPUT00000028181.1
ENSMPUT00000030323	ENSMPUG00000025702.1	ENSMPUT00000030323.1
ENSMPUT00000026446	ENSMPUG00000028505.1	ENSMPUT00000026446.1
ENSMPUT00000028595	ENSMPUG00000026420.1	ENSMPUT00000028595.1
ENSMPUT00000030799	ENSMPUG00000027150.1	ENSMPUT00000030799.1
ENSMPUT00000031730	ENSMPUG00000025055.1	ENSMPUT00000031730.1
ENSMPUT00000031599	ENSMPUG00000025785.1	ENSMPUT00000031599.1
ENSMPUT00000026420	ENSMPUG00000027307.1	ENSMPUT00000026420.1
ENSMPUT00000031952	ENSMPUG00000023977.1	ENSMPUT00000031952.1
ENSMPUT00000024442	ENSMPUG00000030747.1	ENSMPUT00000024442.1
ENSMPUT00000027839	ENSMPUG00000028653.1	ENSMPUT00000027839.1
ENSMPUT00000025100	ENSMPUG00000029434.1	ENSMPUT00000025100.1
ENSMPUT00000028222	ENSMPUG00000024986.1	ENSMPUT00000028222.1
ENSMPUT00000025494	ENSMPUG00000029577.1	ENSMPUT00000025494.1
ENSMPUT00000028903	ENSMPUG00000026969.1	ENSMPUT00000028903.1
ENSMPUT00000028075	ENSMPUG00000026969.1	ENSMPUT00000028075.1
ENSMPUT00000032362	ENSMPUG00000031962.1	ENSMPUT00000032362.1
ENSMPUT00000033354	ENSMPUG00000031962.1	ENSMPUT00000033354.1
ENSMPUT00000027132	ENSMPUG00000027410.1	ENSMPUT00000027132.1
ENSMPUT00000026756	ENSMPUG00000027410.1	ENSMPUT00000026756.1
ENSMPUT00000028928	ENSMPUG00000025581.1	ENSMPUT00000028928.1
ENSMPUT00000028553	ENSMPUG00000030473.1	ENSMPUT00000028553.1
ENSMPUT00000033573	ENSMPUG00000025812.1	ENSMPUT00000033573.1
ENSMPUT00000025958	ENSMPUG00000026995.1	ENSMPUT00000025958.1
ENSMPUT00000024291	ENSMPUG00000030439.1	ENSMPUT00000024291.1
ENSMPUT00000033049	ENSMPUG00000031937.1	ENSMPUT00000033049.1
ENSMPUT00000033183	ENSMPUG00000031937.1	ENSMPUT00000033183.1
ENSMPUT00000028062	ENSMPUG00000030859.1	ENSMPUT00000028062.1
ENSMPUT00000031500	ENSMPUG00000027920.1	ENSMPUT00000031500.1
ENSMPUT00000026304	ENSMPUG00000026286.1	ENSMPUT00000026304.1
ENSMPUT00000031832	ENSMPUG00000028655.1	ENSMPUT00000031832.1
ENSMPUT00000026660	ENSMPUG00000030144.1	ENSMPUT00000026660.1
ENSMPUT00000024015	ENSMPUG00000025263.1	ENSMPUT00000024015.1
ENSMPUT00000030885	ENSMPUG00000030039.1	ENSMPUT00000030885.1
ENSMPUT00000029487	ENSMPUG00000026641.1	ENSMPUT00000029487.1
ENSMPUT00000027769	ENSMPUG00000026641.1	ENSMPUT00000027769.1
ENSMPUT00000030762	ENSMPUG00000024433.1	ENSMPUT00000030762.1
ENSMPUT00000026182	ENSMPUG00000027226.1	ENSMPUT00000026182.1
ENSMPUT00000029029	ENSMPUG00000026574.1	ENSMPUT00000029029.1
ENSMPUT00000031699	ENSMPUG00000026574.1	ENSMPUT00000031699.1
ENSMPUT00000028383	ENSMPUG00000026574.1	ENSMPUT00000028383.1
ENSMPUT00000029940	ENSMPUG00000031440.1	ENSMPUT00000029940.1
ENSMPUT00000033367	ENSMPUG00000025076.1	ENSMPUT00000033367.1
ENSMPUT00000030022	ENSMPUG00000027854.1	ENSMPUT00000030022.1
ENSMPUT00000028052	ENSMPUG00000025361.1	ENSMPUT00000028052.1
ENSMPUT00000024409	ENSMPUG00000030280.1	ENSMPUT00000024409.1
ENSMPUT00000030427	ENSMPUG00000025320.1	ENSMPUT00000030427.1
ENSMPUT00000024783	ENSMPUG00000029655.1	ENSMPUT00000024783.1
ENSMPUT00000032086	ENSMPUG00000031912.1	ENSMPUT00000032086.1
ENSMPUT00000024030	ENSMPUG00000025851.1	ENSMPUT00000024030.1
ENSMPUT00000027983	ENSMPUG00000026890.1	ENSMPUT00000027983.1
ENSMPUT00000024718	ENSMPUG00000029315.1	ENSMPUT00000024718.1
ENSMPUT00000025947	ENSMPUG00000030893.1	ENSMPUT00000025947.1
ENSMPUT00000031286	ENSMPUG00000029061.1	ENSMPUT00000031286.1
ENSMPUT00000026632	ENSMPUG00000031190.1	ENSMPUT00000026632.1
ENSMPUT00000027907	ENSMPUG00000027175.1	ENSMPUT00000027907.1
ENSMPUT00000030825	ENSMPUG00000026013.1	ENSMPUT00000030825.1
ENSMPUT00000032343	ENSMPUG00000026787.1	ENSMPUT00000032343.1
ENSMPUT00000030145	ENSMPUG00000030624.1	ENSMPUT00000030145.1
ENSMPUT00000024494	ENSMPUG00000026117.1	ENSMPUT00000024494.1
ENSMPUT00000027400	ENSMPUG00000027199.1	ENSMPUT00000027400.1
ENSMPUT00000032374	ENSMPUG00000027199.1	ENSMPUT00000032374.1
ENSMPUT00000026699	ENSMPUG00000026804.1	ENSMPUT00000026699.1
ENSMPUT00000031990	ENSMPUG00000026804.1	ENSMPUT00000031990.1
ENSMPUT00000027413	ENSMPUG00000031838.1	ENSMPUT00000027413.1
ENSMPUT00000027635	ENSMPUG00000027296.1	ENSMPUT00000027635.1
ENSMPUT00000026797	ENSMPUG00000025155.1	ENSMPUT00000026797.1
ENSMPUT00000031811	ENSMPUG00000030090.1	ENSMPUT00000031811.1
ENSMPUT00000028480	ENSMPUG00000029305.1	ENSMPUT00000028480.1
ENSMPUT00000025222	ENSMPUG00000031015.1	ENSMPUT00000025222.1
ENSMPUT00000030536	ENSMPUG00000025632.1	ENSMPUT00000030536.1
ENSMPUT00000025909	ENSMPUG00000025289.1	ENSMPUT00000025909.1
ENSMPUT00000031321	ENSMPUG00000027270.1	ENSMPUT00000031321.1
ENSMPUT00000025609	ENSMPUG00000025995.1	ENSMPUT00000025609.1
ENSMPUT00000033034	ENSMPUG00000028854.1	ENSMPUT00000033034.1
ENSMPUT00000030000	ENSMPUG00000028854.1	ENSMPUT00000030000.1
ENSMPUT00000024348	ENSMPUG00000024414.1	ENSMPUT00000024348.1
ENSMPUT00000024812	ENSMPUG00000026374.1	ENSMPUT00000024812.1
ENSMPUT00000031168	ENSMPUG00000026374.1	ENSMPUT00000031168.1
ENSMPUT00000031370	ENSMPUG00000026374.1	ENSMPUT00000031370.1
ENSMPUT00000030449	ENSMPUG00000029240.1	ENSMPUT00000030449.1
ENSMPUT00000026177	ENSMPUG00000029240.1	ENSMPUT00000026177.1
ENSMPUT00000028787	ENSMPUG00000025448.1	ENSMPUT00000028787.1
ENSMPUT00000032744	ENSMPUG00000025448.1	ENSMPUT00000032744.1
ENSMPUT00000033594	ENSMPUG00000028772.1	ENSMPUT00000033594.1
ENSMPUT00000027026	ENSMPUG00000030052.1	ENSMPUT00000027026.1
ENSMPUT00000026668	ENSMPUG00000026198.1	ENSMPUT00000026668.1
ENSMPUT00000031432	ENSMPUG00000026198.1	ENSMPUT00000031432.1
ENSMPUT00000027467	ENSMPUG00000028447.1	ENSMPUT00000027467.1
ENSMPUT00000028612	ENSMPUG00000024670.1	ENSMPUT00000028612.1
ENSMPUT00000026772	ENSMPUG00000028896.1	ENSMPUT00000026772.1
ENSMPUT00000032459	ENSMPUG00000031324.1	ENSMPUT00000032459.1
ENSMPUT00000028519	ENSMPUG00000030488.1	ENSMPUT00000028519.1
ENSMPUT00000032644	ENSMPUG00000031049.1	ENSMPUT00000032644.1
ENSMPUT00000024218	ENSMPUG00000024253.1	ENSMPUT00000024218.1
ENSMPUT00000031743	ENSMPUG00000030643.1	ENSMPUT00000031743.1
ENSMPUT00000026666	ENSMPUG00000026772.1	ENSMPUT00000026666.1
ENSMPUT00000030921	ENSMPUG00000026343.1	ENSMPUT00000030921.1
ENSMPUT00000032477	ENSMPUG00000026590.1	ENSMPUT00000032477.1
ENSMPUT00000028028	ENSMPUG00000030583.1	ENSMPUT00000028028.1
ENSMPUT00000025951	ENSMPUG00000030583.1	ENSMPUT00000025951.1
ENSMPUT00000031146	ENSMPUG00000030583.1	ENSMPUT00000031146.1
ENSMPUT00000029037	ENSMPUG00000024642.1	ENSMPUT00000029037.1
ENSMPUT00000027897	ENSMPUG00000025979.1	ENSMPUT00000027897.1
ENSMPUT00000030638	ENSMPUG00000028108.1	ENSMPUT00000030638.1
ENSMPUT00000028580	ENSMPUG00000028108.1	ENSMPUT00000028580.1
ENSMPUT00000031341	ENSMPUG00000028717.1	ENSMPUT00000031341.1
ENSMPUT00000024191	ENSMPUG00000025347.1	ENSMPUT00000024191.1
ENSMPUT00000029306	ENSMPUG00000024069.1	ENSMPUT00000029306.1
ENSMPUT00000024838	ENSMPUG00000027377.1	ENSMPUT00000024838.1
ENSMPUT00000031231	ENSMPUG00000027383.1	ENSMPUT00000031231.1
ENSMPUT00000025226	ENSMPUG00000024618.1	ENSMPUT00000025226.1
ENSMPUT00000030357	ENSMPUG00000030916.1	ENSMPUT00000030357.1
ENSMPUT00000030788	ENSMPUG00000028251.1	ENSMPUT00000030788.1
ENSMPUT00000028658	ENSMPUG00000024313.1	ENSMPUT00000028658.1
ENSMPUT00000031761	ENSMPUG00000024313.1	ENSMPUT00000031761.1
ENSMPUT00000027230	ENSMPUG00000031992.1	ENSMPUT00000027230.1
ENSMPUT00000026124	ENSMPUG00000026886.1	ENSMPUT00000026124.1
ENSMPUT00000028796	ENSMPUG00000028191.1	ENSMPUT00000028796.1
ENSMPUT00000024464	ENSMPUG00000028779.1	ENSMPUT00000024464.1
ENSMPUT00000025017	ENSMPUG00000031116.1	ENSMPUT00000025017.1
ENSMPUT00000027502	ENSMPUG00000027153.1	ENSMPUT00000027502.1
ENSMPUT00000024207	ENSMPUG00000029372.1	ENSMPUT00000024207.1
ENSMPUT00000027841	ENSMPUG00000026719.1	ENSMPUT00000027841.1
ENSMPUT00000024526	ENSMPUG00000023821.1	ENSMPUT00000024526.1
ENSMPUT00000031976	ENSMPUG00000027177.1	ENSMPUT00000031976.1
ENSMPUT00000026235	ENSMPUG00000028511.1	ENSMPUT00000026235.1
ENSMPUT00000033456	ENSMPUG00000029863.1	ENSMPUT00000033456.1
ENSMPUT00000024000	ENSMPUG00000023995.1	ENSMPUT00000024000.1
ENSMPUT00000027863	ENSMPUG00000031481.1	ENSMPUT00000027863.1
ENSMPUT00000031173	ENSMPUG00000027587.1	ENSMPUT00000031173.1
ENSMPUT00000025115	ENSMPUG00000027587.1	ENSMPUT00000025115.1
ENSMPUT00000030137	ENSMPUG00000027587.1	ENSMPUT00000030137.1
ENSMPUT00000032404	ENSMPUG00000024803.1	ENSMPUT00000032404.1
ENSMPUT00000031553	ENSMPUG00000031264.1	ENSMPUT00000031553.1
ENSMPUT00000032268	ENSMPUG00000026395.1	ENSMPUT00000032268.1
ENSMPUT00000028964	ENSMPUG00000029784.1	ENSMPUT00000028964.1
ENSMPUT00000030541	ENSMPUG00000028000.1	ENSMPUT00000030541.1
ENSMPUT00000032027	ENSMPUG00000030710.1	ENSMPUT00000032027.1
ENSMPUT00000028500	ENSMPUG00000025829.1	ENSMPUT00000028500.1
ENSMPUT00000025178	ENSMPUG00000025842.1	ENSMPUT00000025178.1
ENSMPUT00000031610	ENSMPUG00000031305.1	ENSMPUT00000031610.1
ENSMPUT00000028242	ENSMPUG00000025403.1	ENSMPUT00000028242.1
ENSMPUT00000025943	ENSMPUG00000024000.1	ENSMPUT00000025943.1
ENSMPUT00000032832	ENSMPUG00000029364.1	ENSMPUT00000032832.1
ENSMPUT00000026623	ENSMPUG00000029364.1	ENSMPUT00000026623.1
ENSMPUT00000033586	ENSMPUG00000029364.1	ENSMPUT00000033586.1
ENSMPUT00000024388	ENSMPUG00000025552.1	ENSMPUT00000024388.1
ENSMPUT00000028849	ENSMPUG00000024818.1	ENSMPUT00000028849.1
ENSMPUT00000026535	ENSMPUG00000026868.1	ENSMPUT00000026535.1
ENSMPUT00000031051	ENSMPUG00000029406.1	ENSMPUT00000031051.1
ENSMPUT00000025704	ENSMPUG00000029406.1	ENSMPUT00000025704.1
ENSMPUT00000030172	ENSMPUG00000027035.1	ENSMPUT00000030172.1
ENSMPUT00000033031	ENSMPUG00000029903.1	ENSMPUT00000033031.1
ENSMPUT00000029061	ENSMPUG00000031556.1	ENSMPUT00000029061.1
ENSMPUT00000026462	ENSMPUG00000026048.1	ENSMPUT00000026462.1
ENSMPUT00000027381	ENSMPUG00000025767.1	ENSMPUT00000027381.1
ENSMPUT00000028359	ENSMPUG00000030644.1	ENSMPUT00000028359.1
ENSMPUT00000025638	ENSMPUG00000027279.1	ENSMPUT00000025638.1
ENSMPUT00000030170	ENSMPUG00000030848.1	ENSMPUT00000030170.1
ENSMPUT00000027428	ENSMPUG00000030848.1	ENSMPUT00000027428.1
ENSMPUT00000026031	ENSMPUG00000030848.1	ENSMPUT00000026031.1
ENSMPUT00000030485	ENSMPUG00000025409.1	ENSMPUT00000030485.1
ENSMPUT00000027619	ENSMPUG00000028666.1	ENSMPUT00000027619.1
ENSMPUT00000032780	ENSMPUG00000024840.1	ENSMPUT00000032780.1
ENSMPUT00000029649	ENSMPUG00000028180.1	ENSMPUT00000029649.1
ENSMPUT00000027293	ENSMPUG00000029669.1	ENSMPUT00000027293.1
ENSMPUT00000030508	ENSMPUG00000026859.1	ENSMPUT00000030508.1
ENSMPUT00000028381	ENSMPUG00000031270.1	ENSMPUT00000028381.1
ENSMPUT00000027431	ENSMPUG00000026393.1	ENSMPUT00000027431.1
ENSMPUT00000032558	ENSMPUG00000030811.1	ENSMPUT00000032558.1
ENSMPUT00000025500	ENSMPUG00000030117.1	ENSMPUT00000025500.1
ENSMPUT00000030621	ENSMPUG00000027267.1	ENSMPUT00000030621.1
ENSMPUT00000032456	ENSMPUG00000027267.1	ENSMPUT00000032456.1
ENSMPUT00000027808	ENSMPUG00000024822.1	ENSMPUT00000027808.1
ENSMPUT00000029387	ENSMPUG00000024108.1	ENSMPUT00000029387.1
ENSMPUT00000031941	ENSMPUG00000024108.1	ENSMPUT00000031941.1
ENSMPUT00000026952	ENSMPUG00000028470.1	ENSMPUT00000026952.1
ENSMPUT00000026424	ENSMPUG00000029883.1	ENSMPUT00000026424.1
ENSMPUT00000028679	ENSMPUG00000024015.1	ENSMPUT00000028679.1
ENSMPUT00000025785	ENSMPUG00000026299.1	ENSMPUT00000025785.1
ENSMPUT00000030380	ENSMPUG00000024545.1	ENSMPUT00000030380.1
ENSMPUT00000025758	ENSMPUG00000025804.1	ENSMPUT00000025758.1
ENSMPUT00000032721	ENSMPUG00000031301.1	ENSMPUT00000032721.1
ENSMPUT00000029461	ENSMPUG00000031638.1	ENSMPUT00000029461.1
ENSMPUT00000033481	ENSMPUG00000023886.1	ENSMPUT00000033481.1
ENSMPUT00000025689	ENSMPUG00000028773.1	ENSMPUT00000025689.1
ENSMPUT00000024831	ENSMPUG00000031713.1	ENSMPUT00000024831.1
ENSMPUT00000028758	ENSMPUG00000026017.1	ENSMPUT00000028758.1
ENSMPUT00000032351	ENSMPUG00000024778.1	ENSMPUT00000032351.1
ENSMPUT00000029095	ENSMPUG00000027618.1	ENSMPUT00000029095.1
ENSMPUT00000033114	ENSMPUG00000024095.1	ENSMPUT00000033114.1
ENSMPUT00000030150	ENSMPUG00000027973.1	ENSMPUT00000030150.1
ENSMPUT00000033022	ENSMPUG00000031966.1	ENSMPUT00000033022.1
ENSMPUT00000025579	ENSMPUG00000031966.1	ENSMPUT00000025579.1
ENSMPUT00000028860	ENSMPUG00000026507.1	ENSMPUT00000028860.1
ENSMPUT00000026272	ENSMPUG00000026232.1	ENSMPUT00000026272.1
ENSMPUT00000028207	ENSMPUG00000030061.1	ENSMPUT00000028207.1
ENSMPUT00000026665	ENSMPUG00000029796.1	ENSMPUT00000026665.1
ENSMPUT00000031342	ENSMPUG00000028089.1	ENSMPUT00000031342.1
ENSMPUT00000027379	ENSMPUG00000027833.1	ENSMPUT00000027379.1
ENSMPUT00000029277	ENSMPUG00000025438.1	ENSMPUT00000029277.1
ENSMPUT00000032534	ENSMPUG00000027301.1	ENSMPUT00000032534.1
ENSMPUT00000032713	ENSMPUG00000029803.1	ENSMPUT00000032713.1
ENSMPUT00000026356	ENSMPUG00000024404.1	ENSMPUT00000026356.1
ENSMPUT00000027547	ENSMPUG00000027129.1	ENSMPUT00000027547.1
ENSMPUT00000033292	ENSMPUG00000024665.1	ENSMPUT00000033292.1
ENSMPUT00000026863	ENSMPUG00000024665.1	ENSMPUT00000026863.1
ENSMPUT00000029797	ENSMPUG00000024665.1	ENSMPUT00000029797.1
ENSMPUT00000025844	ENSMPUG00000031725.1	ENSMPUT00000025844.1
ENSMPUT00000031554	ENSMPUG00000028929.1	ENSMPUT00000031554.1
ENSMPUT00000029974	ENSMPUG00000028929.1	ENSMPUT00000029974.1
ENSMPUT00000033634	ENSMPUG00000031828.1	ENSMPUT00000033634.1
ENSMPUT00000025347	ENSMPUG00000027271.1	ENSMPUT00000025347.1
ENSMPUT00000029263	ENSMPUG00000028074.1	ENSMPUT00000029263.1
ENSMPUT00000033263	ENSMPUG00000031095.1	ENSMPUT00000033263.1
ENSMPUT00000028478	ENSMPUG00000027514.1	ENSMPUT00000028478.1
ENSMPUT00000031214	ENSMPUG00000031636.1	ENSMPUT00000031214.1
ENSMPUT00000030321	ENSMPUG00000024181.1	ENSMPUT00000030321.1
ENSMPUT00000024667	ENSMPUG00000026667.1	ENSMPUT00000024667.1
ENSMPUT00000031016	ENSMPUG00000024685.1	ENSMPUT00000031016.1
ENSMPUT00000028055	ENSMPUG00000027465.1	ENSMPUT00000028055.1
ENSMPUT00000030701	ENSMPUG00000030181.1	ENSMPUT00000030701.1
ENSMPUT00000026495	ENSMPUG00000027776.1	ENSMPUT00000026495.1
ENSMPUT00000031516	ENSMPUG00000025795.1	ENSMPUT00000031516.1
ENSMPUT00000033079	ENSMPUG00000024528.1	ENSMPUT00000033079.1
ENSMPUT00000031138	ENSMPUG00000027147.1	ENSMPUT00000031138.1
ENSMPUT00000030227	ENSMPUG00000027908.1	ENSMPUT00000030227.1
ENSMPUT00000024568	ENSMPUG00000025915.1	ENSMPUT00000024568.1
ENSMPUT00000031956	ENSMPUG00000025583.1	ENSMPUT00000031956.1
ENSMPUT00000028678	ENSMPUG00000026423.1	ENSMPUT00000028678.1
ENSMPUT00000024382	ENSMPUG00000031269.1	ENSMPUT00000024382.1
ENSMPUT00000028270	ENSMPUG00000028015.1	ENSMPUT00000028270.1
ENSMPUT00000030818	ENSMPUG00000028771.1	ENSMPUT00000030818.1
ENSMPUT00000024359	ENSMPUG00000029623.1	ENSMPUT00000024359.1
